ΑΜΚΑ_ΑΣΘΕΝΗ,ΚΩΔΙΚΟΣ_ΠΡΑΞΗΣ,ΗΜΕΡΟΜΗΝΙΑ_ΩΡΑ,ΑΙΘΟΥΣΑ,ΑΜΚΑ_ΙΑΤΡΟΥ,ΚΩΔΙΚΟΣ_ΝΟΣΗΛΕΙΑΣ
08123574125,X683957.17,2025-04-17 12:21:07,Χειρουργείο 4,07127401967,19669
10061983837,X652759,2026-10-28 05:25:43,Χειρουργείο 1,19048935115,8356
10046633948,B316549,2025-11-01 15:25:35,Χειρουργείο 5,26027420823,19462
21076369696,X631957.58,2026-12-04 03:08:13,Αίθουσα Επέμβασης 5,26027420823,3505
15028075336,B307967,2024-02-08 17:49:13,Αίθουσα Επέμβασης 3,07038155297,26631
21049399537,X634447,2025-08-09 16:12:48,Χειρουργείο 2,07039120569,9860
28053933526,A401697,2025-06-15 15:32:35,Αίθουσα Επέμβασης 3,07017002380,28092
27030459534,X633937.73,2026-12-21 01:43:07,Χειρουργείο 1,16058088797,3052
24019597524,X611615,2025-11-16 02:45:59,Χειρουργείο 1,27119559754,3320
21028039449,B312377,2025-05-21 05:36:42,Αίθουσα Επέμβασης 4,24107406710,12209
28094051888,X637559,2025-04-30 11:36:20,Χειρουργείο 2,16027098320,19776
08090660725,Β315905.103,2026-12-25 06:41:33,Χειρουργείο 3,31127162692,21006
03091593141,X627199,2024-07-18 02:39:07,Αίθουσα Επέμβασης 2,24127184919,8840
05068798226,X637469,2025-01-15 20:27:40,Αίθουσα Επέμβασης 5,08078996446,13622
14117565860,K500761,2025-12-31 09:13:09,Χειρουργείο 4,25087114134,24274
25093553377,X697065,2024-07-01 14:52:01,Αίθουσα Επέμβασης 2,26076648963,22786
10025341854,X634839,2026-05-01 23:57:56,Χειρουργείο 4,07038155297,9478
30047075757,A403481,2026-03-10 17:23:03,Αίθουσα Επέμβασης 4,10088406393,11995
30074960387,B313605,2024-08-31 06:03:30,Αίθουσα Επέμβασης 2,09087465106,5467
15064820968,X697907,2025-05-11 04:19:11,Χειρουργείο 1,20118029005,9120
28022180876,B316453,2024-01-24 06:08:43,Χειρουργείο 1,11019480682,27212
24115740691,X622609,2024-03-25 04:36:34,Χειρουργείο 5,27039198147,14226
25023354666,X621821,2024-01-28 00:19:10,Αίθουσα Επέμβασης 1,04096470957,19364
10017872917,X681459,2024-09-06 03:09:59,Χειρουργείο 5,07077598311,21213
17076095093,X697799,2025-01-19 07:37:46,Αίθουσα Επέμβασης 5,23099549068,19451
21103764886,X631957.66,2026-05-30 04:01:05,Χειρουργείο 2,07077275306,23639
15018618467,ΑΚΤΙΝΟΛΟΓΙΚΕΣ ΚΑΘΟΔΗΓΗΣΕΙΣ,2024-12-11 07:00:52,Αίθουσα Επέμβασης 5,22056473676,26241
25010113430,X633937.201,2025-01-04 03:41:11,Χειρουργείο 3,15017994679,3621
08071059674,X652449,2024-08-23 04:13:37,Αίθουσα Επέμβασης 2,18117707554,849
09126507357,X603981,2024-05-04 20:04:36,Χειρουργείο 4,04037503050,21527
03029323270,X633451,2025-04-28 16:48:39,Χειρουργείο 1,11029101695,25544
08037880673,X611959,2026-11-11 02:18:44,Αίθουσα Επέμβασης 3,19109063851,6478
05060126421,X632703,2025-04-02 03:14:25,Αίθουσα Επέμβασης 2,07119294567,18061
13107196550,B316705.12,2024-01-24 08:23:15,Χειρουργείο 4,27128879809,17484
19057811798,X711679,2026-09-16 00:56:22,Αίθουσα Επέμβασης 1,06067883458,28615
27095953023,X709169,2026-04-23 18:08:49,Χειρουργείο 1,31056169071,25137
21129343586,X711521,2025-01-01 17:46:39,Χειρουργείο 3,24107206566,2482
05016011892,X706533,2024-02-12 15:06:35,Αίθουσα Επέμβασης 3,03126963930,16260
17020431077,A403501,2024-05-02 20:12:10,Αίθουσα Επέμβασης 5,16098922011,5802
11114881810,X666393,2025-01-11 06:14:24,Χειρουργείο 5,03097463750,10112
09058254823,X668273,2025-05-29 20:01:16,Αίθουσα Επέμβασης 4,25108359031,1846
31075535885,K511105,2025-05-08 16:51:18,Χειρουργείο 1,16109211017,5597
06121327292,X633937.77,2024-03-31 05:43:03,Χειρουργείο 2,11029101695,26569
14019660985,X663569,2024-08-13 04:48:06,Χειρουργείο 5,07086512984,217
02120963707,X634659,2024-06-07 23:22:19,Αίθουσα Επέμβασης 3,11087036989,8900
14015365718,X683957.21,2025-05-03 04:22:49,Αίθουσα Επέμβασης 2,10116142591,19854
21042452856,X675069,2024-09-27 07:50:46,Αίθουσα Επέμβασης 1,15128940931,10032
09109777652,X637021,2024-09-10 08:09:04,Αίθουσα Επέμβασης 4,16058088797,393
18116109052,Β311905.163,2025-07-22 14:24:57,Αίθουσα Επέμβασης 1,23038301805,13600
04108183970,X631957.157,2025-05-31 10:44:57,Αίθουσα Επέμβασης 1,26027420823,28802
23026733437,Β311905.179,2025-08-28 23:02:25,Αίθουσα Επέμβασης 3,13019511418,27704
05127270983,X646601,2026-08-15 16:26:45,Αίθουσα Επέμβασης 3,17019408693,14794
11085306957,Β311905.176,2024-11-07 11:48:20,Χειρουργείο 1,17059777666,8191
03035014001,K500181,2026-07-28 09:13:15,Αίθουσα Επέμβασης 2,03047764549,29180
27118048323,X691757,2025-06-18 16:49:09,Αίθουσα Επέμβασης 1,05056159470,29257
19024871759,X647603,2026-08-11 00:57:19,Αίθουσα Επέμβασης 2,28126455528,10667
28025270208,A401657,2025-11-17 00:45:03,Αίθουσα Επέμβασης 5,01048115081,25283
12054029235,X667225,2024-08-08 18:40:09,Χειρουργείο 4,20078593378,24378
02039261500,X680209,2026-05-24 00:33:44,Χειρουργείο 1,15068957567,17976
08029158344,X639557,2026-09-22 03:40:42,Αίθουσα Επέμβασης 4,24127184919,20353
23115900702,B317347,2025-07-05 07:24:57,Αίθουσα Επέμβασης 1,19088103483,14101
02119584150,X696779,2026-02-16 17:04:33,Χειρουργείο 5,02036898951,24843
20096378210,K516223,2025-06-10 16:19:31,Χειρουργείο 2,03077355047,7882
05027587040,B307667,2026-07-28 11:45:35,Αίθουσα Επέμβασης 3,13049344733,7088
02093504011,X624411,2024-02-13 04:56:48,Αίθουσα Επέμβασης 5,24119277882,24063
18012472868,B316451,2026-03-11 09:42:26,Αίθουσα Επέμβασης 1,17019408693,6921
16079188579,X691319,2026-07-30 15:53:42,Χειρουργείο 4,23038301805,2979
29129440813,X656385,2026-01-31 09:34:25,Αίθουσα Επέμβασης 4,16108629101,19055
16065204714,X666205,2024-02-08 07:23:49,Αίθουσα Επέμβασης 3,07038155297,18498
17076317357,K514149.17,2026-04-22 21:43:18,Αίθουσα Επέμβασης 2,16129514595,12410
27104705735,X686839,2025-08-23 09:47:21,Αίθουσα Επέμβασης 1,21107446461,15767
09067886103,X638221,2024-05-11 19:55:32,Χειρουργείο 4,13019511418,5953
13068607573,X647829,2026-08-23 09:05:38,Χειρουργείο 1,06086096998,14097
29084696304,X602069,2024-06-01 10:50:20,Χειρουργείο 2,07068540070,15138
25052433661,A403653,2025-04-17 11:03:59,Αίθουσα Επέμβασης 3,21046521057,5610
16124221226,X710165,2025-06-12 15:17:39,Αίθουσα Επέμβασης 1,10049377861,8968
22047217174,X663757.24,2026-01-01 09:07:02,Χειρουργείο 5,03077355047,25665
09094977016,X644409,2025-05-12 16:15:51,Αίθουσα Επέμβασης 1,30109708330,11138
23113660374,X639761,2026-05-01 17:15:24,Χειρουργείο 4,31056169071,7072
01103898454,X668369,2025-02-08 10:52:18,Χειρουργείο 3,24127417202,192
31082094244,Β311905.138,2025-05-29 02:21:04,Χειρουργείο 2,06086096998,15393
17032098610,Β315905.17,2026-07-29 07:32:23,Αίθουσα Επέμβασης 2,28088884090,10641
26010384767,K516421,2026-07-23 02:00:36,Χειρουργείο 3,06066504974,5412
09019013179,X633413,2025-11-02 03:27:08,Χειρουργείο 4,26026494790,3417
08040407304,X634953,2025-01-13 13:57:43,Χειρουργείο 2,19117034799,26837
29073348059,B316705.85,2026-03-10 12:00:42,Χειρουργείο 1,28027843113,2157
11078130077,Β311905.160,2025-09-15 21:30:06,Χειρουργείο 3,17019408693,11280
29059153091,B318429,2025-02-08 14:20:39,Αίθουσα Επέμβασης 1,04037503050,5948
29087721856,X663019,2025-09-09 08:09:17,Χειρουργείο 5,20027211534,12695
07015991708,X681499,2025-10-28 12:28:48,Χειρουργείο 3,17059777666,21147
25117967147,X632999,2024-10-25 21:32:14,Αίθουσα Επέμβασης 4,01028453566,1434
26074854682,X713799,2026-05-25 18:16:58,Αίθουσα Επέμβασης 2,15066445561,23116
07100613941,X696485,2026-05-02 00:06:29,Αίθουσα Επέμβασης 1,27057330784,15021
23094144204,B313905.7,2024-05-05 09:51:08,Χειρουργείο 3,02036522626,22053
12085207204,B313605.176,2026-08-04 03:47:01,Αίθουσα Επέμβασης 5,06129398379,7323
10106784062,B316433,2024-03-26 19:01:12,Αίθουσα Επέμβασης 2,22056473676,17947
13020050392,X636951,2025-07-27 04:44:56,Χειρουργείο 3,17049454625,29330
08047919804,X655173,2024-12-06 22:52:42,Αίθουσα Επέμβασης 3,20056259580,11783
26074590715,X700479,2025-03-13 22:49:10,Χειρουργείο 4,26086400932,7950
10024362610,Β311905.172,2024-02-15 09:31:54,Χειρουργείο 5,22029134563,15343
24074647649,K516251,2026-04-15 14:01:13,Αίθουσα Επέμβασης 4,13128886585,355
14064876613,X622191,2025-09-06 10:39:40,Αίθουσα Επέμβασης 3,18038419704,24488
05113795987,B316705.27,2025-01-07 07:39:22,Χειρουργείο 3,04037503050,10380
24103678966,X676169,2024-05-13 13:53:07,Αίθουσα Επέμβασης 3,27057330784,3605
10055643325,Β315905.43,2026-01-03 07:22:31,Χειρουργείο 2,07096320081,5082
08056015512,X639737,2025-04-01 07:46:08,Χειρουργείο 4,04119239492,1555
05070361941,B310647,2024-08-06 06:19:22,Αίθουσα Επέμβασης 5,17087168135,1634
27073140459,ΑΚΤΙΝΟΔΙΑΓΝΩΣΗ ΚΑΤΑ ΠΕΡΙΟΧΕΣ. ΔΙΑΦΟΡΕΣ ΜΕΘΟΔΟΙ,2026-01-31 19:19:14,Χειρουργείο 5,30087210990,4600
15045055626,X689239,2025-08-05 16:40:35,Αίθουσα Επέμβασης 1,25108359031,12409
25096817808,X646389,2026-02-07 14:43:30,Αίθουσα Επέμβασης 5,18047974063,23711
02110743290,X631957.47,2025-08-09 13:23:16,Αίθουσα Επέμβασης 5,26109596245,16828
04054278572,B303939,2026-08-01 13:40:14,Αίθουσα Επέμβασης 1,02036898951,7051
05018289883,X647881,2026-09-04 04:15:16,Αίθουσα Επέμβασης 2,01099600492,11392
12078621941,X651353,2025-12-20 00:31:04,Χειρουργείο 1,07039120569,24039
11082182971,X652451,2024-11-16 02:54:59,Χειρουργείο 2,28058685920,5310
25070985998,A402521,2026-01-21 07:17:57,Αίθουσα Επέμβασης 1,17019408693,13774
26071241825,X657957.7,2025-11-29 18:24:40,Χειρουργείο 1,19097671585,26928
01073952981,B316705.59,2026-08-01 18:14:44,Χειρουργείο 4,19067764454,3519
16108767535,X702567,2024-09-11 01:09:51,Αίθουσα Επέμβασης 3,26056031201,20279
17092072920,X618179,2025-09-09 21:01:54,Χειρουργείο 4,30109708330,25052
07040116858,B313605.353,2025-01-04 17:42:23,Χειρουργείο 2,11069420002,15464
19111244974,X712969,2024-02-06 22:38:11,Χειρουργείο 4,30037959532,24572
02124371895,X626889,2024-02-22 01:11:03,Αίθουσα Επέμβασης 5,30076480256,15692
02110227645,X683957.12,2025-03-11 20:16:42,Αίθουσα Επέμβασης 2,13049344733,2411
16016195664,X652901,2025-01-12 17:49:33,Χειρουργείο 2,06129398379,17596
28120814660,X635267,2026-01-23 16:13:43,Χειρουργείο 2,15097845869,28007
08029985494,X631807,2024-09-22 18:57:13,Αίθουσα Επέμβασης 5,29038506566,3814
18032441124,X682161,2026-01-16 20:23:24,Αίθουσα Επέμβασης 5,04027352612,24207
07045759097,X678601,2024-04-09 16:19:40,Αίθουσα Επέμβασης 5,04119239492,27800
13106571938,X683431,2025-09-20 12:24:11,Αίθουσα Επέμβασης 5,30068836428,25872
18056607698,X673833,2025-02-15 09:36:31,Αίθουσα Επέμβασης 4,21107026591,25315
16053490058,B318599,2025-08-01 15:51:29,Χειρουργείο 5,14107187228,20152
02061128186,X635059,2024-06-24 09:13:31,Αίθουσα Επέμβασης 2,26076648963,21964
19015202326,X703179,2026-03-28 18:03:26,Αίθουσα Επέμβασης 1,07058449408,5549
14081834057,X709431,2024-04-04 15:09:10,Αίθουσα Επέμβασης 3,04056123282,3359
10013390511,B313605.403,2024-06-20 13:13:11,Αίθουσα Επέμβασης 2,06129398379,17201
31058485068,X719639,2025-01-06 07:02:25,Χειρουργείο 3,15097845869,64
02094582817,X633937.200,2026-07-16 07:46:23,Χειρουργείο 4,03049115587,20298
18024943363,X683957.9,2025-03-29 14:48:10,Αίθουσα Επέμβασης 5,04096470957,24010
04093694075,B316705.57,2026-04-12 03:28:46,Χειρουργείο 5,13049573563,13508
07077846426,X652979,2024-08-15 04:10:45,Αίθουσα Επέμβασης 5,20036906148,1439
16085529287,X633937.133,2025-08-12 22:41:59,Χειρουργείο 5,23038301805,2022
09118038646,X635493,2024-01-17 12:13:35,Χειρουργείο 4,06106702650,27550
08091459770,X688189,2025-07-17 17:09:38,Χειρουργείο 4,10049377861,17971
16057779135,X657439,2025-11-10 03:08:06,Αίθουσα Επέμβασης 1,07017002380,22028
13068653507,B300307,2026-03-13 13:09:04,Χειρουργείο 2,27116381556,11815
27049302625,X642121,2026-12-24 00:20:12,Χειρουργείο 5,16049105631,12339
17104539137,K517611,2025-12-07 16:51:00,Χειρουργείο 1,03077355047,7755
20045303595,X653125,2026-04-18 10:51:19,Χειρουργείο 3,03117001638,27590
03128898150,B313271,2024-09-18 16:23:33,Αίθουσα Επέμβασης 2,01068388909,18722
25097539050,X697845,2025-06-16 19:32:37,Χειρουργείο 5,09087465106,2699
04059086163,X704485,2024-08-13 22:24:19,Χειρουργείο 5,30109708330,5415
11040370225,K514793,2024-06-12 15:02:41,Χειρουργείο 1,25067470203,12297
16128747297,K511453,2024-07-10 10:55:22,Αίθουσα Επέμβασης 5,27039198147,16561
09015348959,A401547,2024-04-13 05:32:43,Χειρουργείο 3,19049805360,11903
04028585758,K508301,2026-06-22 20:34:54,Χειρουργείο 4,29069575442,16901
04033216147,B314939,2024-10-06 02:27:00,Χειρουργείο 4,27016538344,3039
25040939022,B314847,2024-03-17 07:20:30,Χειρουργείο 4,03089789067,26211
11115909179,X719165,2024-08-18 06:25:19,Αίθουσα Επέμβασης 4,28068899789,8662
20116613215,X640399,2024-05-13 22:07:41,Αίθουσα Επέμβασης 2,20018969312,29504
05059061130,X657957.8,2026-02-10 04:09:31,Χειρουργείο 3,25126627516,12385
14041388383,X663757.29,2026-09-18 06:25:49,Αίθουσα Επέμβασης 2,10028991768,10292
23052027490,X676251,2025-08-09 22:20:01,Αίθουσα Επέμβασης 1,05017393553,9917
01010343526,X635241,2026-12-15 03:10:06,Αίθουσα Επέμβασης 1,28068899789,13822
13072179985,K517191,2026-12-29 10:16:32,Αίθουσα Επέμβασης 1,22077399915,16381
18056321507,K514779.1,2026-04-22 07:34:39,Χειρουργείο 5,02038186264,16692
09041284480,B313605.290,2024-02-24 21:19:07,Χειρουργείο 1,31127128715,26472
11061178746,B314487,2025-02-02 23:54:18,Αίθουσα Επέμβασης 3,02077108433,13177
03111075110,X717479,2024-06-08 15:10:02,Αίθουσα Επέμβασης 4,08107948767,4462
01119931935,X685999,2025-01-09 20:39:37,Χειρουργείο 1,06086096998,1503
10042458066,X633937.90,2025-06-20 22:18:35,Χειρουργείο 2,26086400932,22124
02050610442,B313605.69,2026-01-31 00:58:31,Αίθουσα Επέμβασης 5,15036205266,18028
20015936977,X704679,2024-09-19 14:47:52,Χειρουργείο 4,28126455528,19753
04092489510,X642471,2024-05-14 22:23:39,Χειρουργείο 5,13129208275,17885
04067317209,Β311905.166,2026-08-09 00:03:31,Αίθουσα Επέμβασης 2,27119559754,25398
12110128309,X634527,2026-02-13 18:02:47,Χειρουργείο 1,22066909048,1118
13105075926,X697999,2025-09-17 10:32:10,Αίθουσα Επέμβασης 1,20118029005,25552
15019994269,B313605.390,2025-01-03 10:53:26,Χειρουργείο 1,07079445783,189
29083041482,B311017,2024-05-10 20:54:13,Αίθουσα Επέμβασης 1,07068540070,15341
17052202734,X641769,2024-06-16 02:54:34,Αίθουσα Επέμβασης 2,26076648963,17692
25030019777,X610229,2024-10-01 03:27:07,Χειρουργείο 3,29048747950,27754
21058372585,B304897,2026-10-03 23:13:35,Αίθουσα Επέμβασης 1,21017629522,29457
15126621148,B315905.113,2024-10-27 19:18:14,Αίθουσα Επέμβασης 3,21036855841,27249
14065058272,X662983,2024-10-12 02:23:10,Χειρουργείο 5,19027744421,14274
10014946225,X609965,2026-03-15 15:37:59,Αίθουσα Επέμβασης 1,07086512984,17696
21071727358,X704661,2026-07-19 09:01:28,Χειρουργείο 3,07119294567,13773
30092148151,Β315905.36,2024-07-26 20:23:33,Αίθουσα Επέμβασης 3,30068836428,28896
23024084305,X610189,2025-05-15 16:20:15,Χειρουργείο 5,08097338699,6504
09097581675,B313605.173,2024-08-19 14:50:58,Χειρουργείο 4,23038301805,21041
16011902868,X712219,2024-07-01 16:37:48,Χειρουργείο 2,16049105631,12686
02014679720,X621287,2026-07-05 18:56:12,Αίθουσα Επέμβασης 1,15128940931,12322
25068822835,X704343,2024-06-01 13:33:29,Χειρουργείο 4,14107187228,9583
06015507226,B307169,2024-11-21 21:34:44,Αίθουσα Επέμβασης 1,14107187228,3263
23020213180,X675063,2025-08-25 09:07:41,Χειρουργείο 3,21107026591,5630
28013201210,B313605.324,2024-03-01 08:11:12,Αίθουσα Επέμβασης 5,23099549068,4868
10022404307,X688179,2025-03-05 10:12:04,Χειρουργείο 1,24079369309,510
17053925386,B313605.157,2024-08-14 09:38:43,Χειρουργείο 5,08066384048,4320
