ΑΡΙΘΜΟΣ_ΣΥΜΒΟΛΑΙΟΥ,ΟΝΟΜΑ_ΦΟΡΕΑ,ΑΜΚΑ_ΑΣΘΕΝΗ
INS-490398696,GENERALI,01117821123
INS-498129794,NN HELLAS,23014081496
INS-891796141,EUROLIFE FFH,14012321654
INS-855425910,GENERALI,05063620719
INS-082993867,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,26096142982
INS-971969460,NN HELLAS,20087164311
INS-648560456,GENERALI,18068491296
INS-347491263,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,06105626811
INS-191077506,ΕΟΠΥΥ,27096773342
INS-338467961,NN HELLAS,13036150602
INS-232947435,ΕΟΠΥΥ,01096718662
INS-210853656,EUROLIFE FFH,13018458143
INS-637883514,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,06022079496
INS-543312050,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,28121076923
INS-675247335,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,28039301503
INS-300927594,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,12076135954
INS-584866274,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,30093269734
INS-354527863,ΕΟΠΥΥ,26023720220
INS-168573144,ΕΟΠΥΥ,02081699407
INS-780110044,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,01107971224
INS-096855843,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,20116840765
INS-783171685,INTERAMERICAN,08104241971
INS-211499991,GENERALI,06045681964
INS-288586437,EUROLIFE FFH,01065827248
INS-340677725,GENERALI,03087703516
INS-116168930,GENERALI,20118586721
INS-991302571,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,22086493780
INS-276616735,EUROLIFE FFH,21124922076
INS-035461118,INTERAMERICAN,17060175052
INS-262506227,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,04105176119
INS-182863465,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,16016195664
INS-723032096,ΕΟΠΥΥ,29015990357
INS-564246951,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,20025272918
INS-452133230,INTERAMERICAN,30120019320
INS-711011666,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,14030956430
INS-356130058,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,06068742724
INS-749951621,INTERAMERICAN,22076406864
INS-998069148,GENERALI,18113207817
INS-267318653,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,01069515384
INS-865435987,ΕΟΠΥΥ,08085977637
INS-443097438,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,16111760578
INS-380091810,INTERAMERICAN,21086686375
INS-935947729,EUROLIFE FFH,30108680362
INS-390704868,INTERAMERICAN,06059550486
INS-801277763,NN HELLAS,27111452753
INS-572633911,EUROLIFE FFH,08123065262
INS-721569687,NN HELLAS,18035951413
INS-302522730,ΕΟΠΥΥ,30010922087
INS-403623215,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17127607639
INS-582357978,NN HELLAS,12127306323
INS-318129376,EUROLIFE FFH,03075469126
INS-171228986,INTERAMERICAN,19047517594
INS-309115616,GENERALI,15010768457
INS-938659274,EUROLIFE FFH,03016462459
INS-274880637,INTERAMERICAN,27109840529
INS-808623684,GENERALI,05027321969
INS-982042790,EUROLIFE FFH,26106735702
INS-522855802,NN HELLAS,08099714404
INS-129875702,GENERALI,04101678402
INS-986170113,EUROLIFE FFH,13100766558
INS-858870589,EUROLIFE FFH,21037278432
INS-528004878,INTERAMERICAN,26020112627
INS-641045981,NN HELLAS,09124016601
INS-731024925,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,17115198246
INS-070688351,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,02044340552
INS-659341165,INTERAMERICAN,16016861846
INS-479295526,NN HELLAS,09024136728
INS-925449035,EUROLIFE FFH,15033870153
INS-901463647,GENERALI,19044052986
INS-048898608,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,02029775923
INS-003110404,EUROLIFE FFH,02096093335
INS-361104463,ΕΟΠΥΥ,10098033019
INS-344850042,INTERAMERICAN,19048018103
INS-226204124,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,08051692948
INS-734947266,ΕΟΠΥΥ,04113469271
INS-488487975,EUROLIFE FFH,20023193960
INS-948712228,NN HELLAS,17080416177
INS-390783300,EUROLIFE FFH,04070008120
INS-651484880,ΕΟΠΥΥ,27075241133
INS-211520607,GENERALI,21122398905
INS-532186002,NN HELLAS,24031693911
INS-979238645,ΕΟΠΥΥ,15086333692
INS-343650667,INTERAMERICAN,26104363681
INS-558045216,ΕΟΠΥΥ,25077848269
INS-150537536,INTERAMERICAN,26076906136
INS-442051467,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09040859091
INS-115601211,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,07128838773
INS-542326490,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,24087695200
INS-985304720,NN HELLAS,19070469471
INS-729847938,ΕΟΠΥΥ,26069683247
INS-186755717,NN HELLAS,30078492486
INS-874882546,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,20043945437
INS-166833693,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,28068189305
INS-038878299,EUROLIFE FFH,31105636356
INS-713924436,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,10039883526
INS-907864058,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,20059123744
INS-953527792,GENERALI,05031534734
INS-537776678,GENERALI,12117518991
INS-912028593,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,16123240611
INS-059337645,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,20126696654
INS-219599789,INTERAMERICAN,21051017449
INS-364519430,GENERALI,29108359488
INS-221828109,ΕΟΠΥΥ,12075677319
INS-654803050,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,05080611187
INS-729742486,GENERALI,30064793221
INS-764399465,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,25117498136
INS-306978608,NN HELLAS,07101067538
INS-047185588,GENERALI,17129778994
INS-544464562,ΕΟΠΥΥ,28056304151
INS-499532552,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,08062090805
INS-452219705,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,16067562782
INS-288372791,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22054184411
INS-100131163,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,24087438350
INS-407388375,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17127406097
INS-099209635,NN HELLAS,27058979450
INS-224174541,ΕΟΠΥΥ,11114893762
INS-472415234,NN HELLAS,31075489522
INS-548616055,NN HELLAS,03079839042
INS-062514578,GENERALI,02019829657
INS-239992335,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,07039002825
INS-817238930,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,07069760267
INS-759165222,NN HELLAS,24049636714
INS-356054422,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03103904024
INS-939024040,ΕΟΠΥΥ,22059753269
INS-293104650,GENERALI,03123787825
INS-082494879,NN HELLAS,05122468815
INS-940891875,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,18041318184
INS-881985892,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23072007796
INS-434229719,ΕΟΠΥΥ,10080529493
INS-654815137,EUROLIFE FFH,03105352164
INS-627955510,INTERAMERICAN,09046618102
INS-117008246,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,31080546483
INS-325310528,INTERAMERICAN,12028571188
INS-721950816,INTERAMERICAN,08073842007
INS-645577082,NN HELLAS,31036177927
INS-756465841,GENERALI,14066480538
INS-763337382,NN HELLAS,06033757221
INS-385241776,EUROLIFE FFH,04099453675
INS-670814838,EUROLIFE FFH,02014018301
INS-207267547,ΕΟΠΥΥ,24053832738
INS-077085081,EUROLIFE FFH,20085080478
INS-375989427,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,30081389858
INS-940194410,NN HELLAS,20127549955
INS-564973419,GENERALI,19104519171
INS-893442388,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,28070615925
INS-164898580,NN HELLAS,05105851981
INS-624298031,GENERALI,02033870824
INS-607757011,ΕΟΠΥΥ,12047258323
INS-588979748,GENERALI,31030605954
INS-971263342,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,27049507479
INS-540437657,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03037624007
INS-016838656,INTERAMERICAN,11021057131
INS-998542572,INTERAMERICAN,16118856833
INS-025287365,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03077498064
INS-976726137,ΕΟΠΥΥ,13044562215
INS-689226089,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,12123373885
INS-038237354,INTERAMERICAN,01057913636
INS-721768816,INTERAMERICAN,06081940992
INS-540783098,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,16089286635
INS-725906758,EUROLIFE FFH,11120928065
INS-301565213,NN HELLAS,12036844871
INS-695167923,EUROLIFE FFH,23029546023
INS-881395929,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,30048268385
INS-816598160,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,07012073047
INS-474215557,EUROLIFE FFH,11036880184
INS-630429969,ΕΟΠΥΥ,09031964448
INS-762534276,EUROLIFE FFH,10030062520
INS-773845789,INTERAMERICAN,08101837767
INS-346219508,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,25114226067
INS-534134353,NN HELLAS,20029920923
INS-352925072,NN HELLAS,04015106580
INS-797303633,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,21098461150
INS-723023534,INTERAMERICAN,20057375711
INS-998310942,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,13021540074
INS-483782675,ΕΟΠΥΥ,17073450605
INS-394322654,ΕΟΠΥΥ,31086483866
INS-623643360,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,14066550974
INS-040038029,INTERAMERICAN,20125743558
INS-827886341,EUROLIFE FFH,12097966984
INS-586663129,EUROLIFE FFH,08125837103
INS-394482151,INTERAMERICAN,10066738480
INS-556202448,NN HELLAS,14064138761
INS-127471830,GENERALI,22035053053
INS-017903657,NN HELLAS,30083379626
INS-412804798,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,27096045384
INS-915130619,NN HELLAS,07036155877
INS-481699470,INTERAMERICAN,14109904840
INS-022912856,GENERALI,30110473314
INS-624852057,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,08128605537
INS-019848883,GENERALI,09015240917
INS-006616842,INTERAMERICAN,15120008788
INS-134954444,NN HELLAS,16104651951
INS-634430895,INTERAMERICAN,25129788526
INS-129906640,EUROLIFE FFH,28085678666
INS-540243876,INTERAMERICAN,07038842341
INS-585537893,GENERALI,23118167463
INS-360893614,NN HELLAS,15019278769
INS-883313347,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,24048266575
INS-330142495,NN HELLAS,07109407614
INS-140603878,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,19038068375
INS-110779258,NN HELLAS,25129103969
INS-406480314,INTERAMERICAN,22081608997
INS-551002197,EUROLIFE FFH,02014679720
INS-202404515,EUROLIFE FFH,25055299658
INS-695693278,EUROLIFE FFH,18078422727
INS-886062112,EUROLIFE FFH,18125733446
INS-963131436,ΕΟΠΥΥ,21114734547
INS-080636153,EUROLIFE FFH,09075633224
INS-325651502,NN HELLAS,12066306362
INS-157405415,ΕΟΠΥΥ,16076387027
INS-535372499,GENERALI,23049562403
INS-854325812,INTERAMERICAN,12055800335
INS-737180024,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,05045024646
INS-167142132,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,08071954055
INS-858250555,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,07053378750
INS-296932331,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,12065242604
INS-922304397,ΕΟΠΥΥ,20030340720
INS-267663227,NN HELLAS,24120247547
INS-572293152,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09037505999
INS-196167116,NN HELLAS,10100295258
INS-829219953,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,12126644768
INS-728699939,EUROLIFE FFH,29087672425
INS-433110729,GENERALI,18090293578
INS-275083600,ΕΟΠΥΥ,08024905622
INS-291365941,INTERAMERICAN,08040557537
INS-881101749,EUROLIFE FFH,07104837145
INS-739539873,NN HELLAS,13031517112
INS-709614160,ΕΟΠΥΥ,19067471680
INS-341717611,GENERALI,04078549027
INS-284349490,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01125229101
INS-151522372,EUROLIFE FFH,01082471619
INS-222981083,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22047682017
INS-294099734,GENERALI,13079791787
INS-781388420,ΕΟΠΥΥ,19107565490
INS-460837968,INTERAMERICAN,27020912894
INS-851112953,EUROLIFE FFH,25084438735
INS-929232145,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11014756168
INS-027270424,NN HELLAS,30099082882
INS-658154255,GENERALI,28080628910
INS-803872657,INTERAMERICAN,10125619468
INS-429927485,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,18100106318
INS-004737550,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,19100601368
INS-962635219,GENERALI,02034472229
INS-873863111,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,20043607761
INS-848620299,NN HELLAS,19018972348
INS-676708672,GENERALI,30117601120
INS-378146692,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,30105663795
INS-289753900,GENERALI,18094359592
INS-334242527,EUROLIFE FFH,15011272420
INS-806159232,EUROLIFE FFH,22038484646
INS-952772119,NN HELLAS,21108812916
INS-269022240,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,24014267615
INS-328212821,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,21058110404
INS-571451343,NN HELLAS,06052038765
INS-557056340,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09086145337
INS-165568983,NN HELLAS,20115773927
INS-008445690,INTERAMERICAN,04108029119
INS-925628681,GENERALI,21065117233
INS-896773121,EUROLIFE FFH,30115009158
INS-850045148,EUROLIFE FFH,16034506348
INS-108985485,GENERALI,20023450352
INS-100124409,NN HELLAS,24079801775
INS-663570439,ΕΟΠΥΥ,28015280945
INS-991417965,INTERAMERICAN,11032320571
INS-668338555,NN HELLAS,20036130962
INS-251367629,ΕΟΠΥΥ,08117005215
INS-820942092,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,26024338911
INS-810956961,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,22111517144
INS-518714755,EUROLIFE FFH,12029011645
INS-928149793,EUROLIFE FFH,20098143907
INS-058715303,EUROLIFE FFH,22074936725
INS-078299871,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,14032273561
INS-596830599,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09021107842
INS-083069442,GENERALI,08054891044
INS-014329788,ΕΟΠΥΥ,15077698866
INS-505669815,NN HELLAS,15128341545
INS-349037539,GENERALI,06087266898
INS-269958312,EUROLIFE FFH,23107774059
INS-001772275,NN HELLAS,04067291653
INS-019496839,GENERALI,23047175388
INS-838673414,EUROLIFE FFH,17111797222
INS-747537864,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03083949514
INS-803199606,INTERAMERICAN,16028827224
INS-985075813,GENERALI,26082473519
INS-263460419,ΕΟΠΥΥ,30091117000
INS-399383491,ΕΟΠΥΥ,25129953992
INS-287223357,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,30114511003
INS-887734582,ΕΟΠΥΥ,01118163994
INS-640895392,EUROLIFE FFH,23094447524
INS-853913545,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,14107931536
INS-578779307,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,30106137454
INS-794642759,NN HELLAS,07024473786
INS-804223490,EUROLIFE FFH,14125363190
INS-308705450,INTERAMERICAN,06025413582
INS-217121767,EUROLIFE FFH,19083059469
INS-626760857,ΕΟΠΥΥ,07107401387
INS-801046291,EUROLIFE FFH,27095098015
INS-307701067,NN HELLAS,05107757342
INS-731561848,ΕΟΠΥΥ,06119796899
INS-914758968,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,12088987766
INS-157838034,NN HELLAS,29044207906
INS-669296701,GENERALI,14086774282
INS-857245791,EUROLIFE FFH,12083222274
INS-411924224,INTERAMERICAN,20115274373
INS-052692201,GENERALI,19088336166
INS-507680514,INTERAMERICAN,27024865927
INS-761296720,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,04120977085
INS-586089013,EUROLIFE FFH,09124213095
INS-996952319,ΕΟΠΥΥ,01127203776
INS-203743749,ΕΟΠΥΥ,08037390334
INS-539368961,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,14043576381
INS-234959937,ΕΟΠΥΥ,20024079961
INS-170941215,EUROLIFE FFH,28080093999
INS-677186590,INTERAMERICAN,21081661546
INS-704272333,INTERAMERICAN,30124283022
INS-560047080,NN HELLAS,01055768277
INS-863610043,INTERAMERICAN,13066938738
INS-504472695,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03037239200
INS-665117531,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17047641138
INS-971137625,INTERAMERICAN,17052475869
INS-235876421,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,25043974655
INS-013066503,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,24100214104
INS-366738975,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,30059759974
INS-937913513,EUROLIFE FFH,11089255588
INS-937940399,ΕΟΠΥΥ,03060615974
INS-184146696,GENERALI,17115344217
INS-026323944,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,08039434255
INS-586340799,EUROLIFE FFH,29098882827
INS-612477073,NN HELLAS,27098808044
INS-001645074,GENERALI,12031326965
INS-402195934,INTERAMERICAN,04087649371
INS-893737284,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,23129547977
INS-497954481,GENERALI,11128890635
INS-604376705,NN HELLAS,12034157556
INS-035352345,ΕΟΠΥΥ,27016028904
INS-607720827,NN HELLAS,27072186382
INS-339015402,EUROLIFE FFH,25020845511
INS-102468171,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,14050787363
INS-238752670,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23076745975
INS-081282647,GENERALI,04040055945
INS-976579051,EUROLIFE FFH,08076899901
INS-376428595,ΕΟΠΥΥ,06119238360
INS-133927872,INTERAMERICAN,05063293082
INS-901387672,ΕΟΠΥΥ,18120201386
INS-649360315,ΕΟΠΥΥ,18034949922
INS-730027657,ΕΟΠΥΥ,16068893930
INS-847531141,ΕΟΠΥΥ,04012419446
INS-410875401,EUROLIFE FFH,21068786807
INS-957915204,INTERAMERICAN,25087522283
INS-412684172,EUROLIFE FFH,01087037727
INS-030346869,INTERAMERICAN,28016405364
INS-909896316,INTERAMERICAN,29082315895
INS-474077846,NN HELLAS,22129226622
INS-455846844,NN HELLAS,24037970565
INS-067971993,GENERALI,31124270799
INS-602340947,ΕΟΠΥΥ,14076105529
INS-653492641,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,13089810628
INS-832822786,INTERAMERICAN,23075490140
INS-520582179,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22064880838
INS-915339433,EUROLIFE FFH,24047047885
INS-890222043,EUROLIFE FFH,29034143136
INS-584737020,ΕΟΠΥΥ,28095471011
INS-667725600,EUROLIFE FFH,03057210134
INS-861920414,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,06059046472
INS-611006901,ΕΟΠΥΥ,14017322663
INS-484069600,NN HELLAS,28031566686
INS-606217422,EUROLIFE FFH,14125404923
INS-254566673,EUROLIFE FFH,07059576184
INS-238124185,GENERALI,01080288927
INS-070749030,GENERALI,25059693390
INS-748030509,GENERALI,18090086846
INS-208036985,INTERAMERICAN,05016506148
INS-446971786,NN HELLAS,17032509763
INS-052853446,ΕΟΠΥΥ,11105070796
INS-679952042,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,01076533768
INS-361483162,INTERAMERICAN,09106701258
INS-973854864,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,04079954509
INS-970198897,EUROLIFE FFH,01094383248
INS-207730485,EUROLIFE FFH,24098809875
INS-453361385,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,02010028528
INS-857483225,NN HELLAS,26017681174
INS-686918299,NN HELLAS,13076549176
INS-006812580,NN HELLAS,23110327565
INS-060348377,NN HELLAS,24115707845
INS-859737825,EUROLIFE FFH,23033123266
INS-021172882,INTERAMERICAN,18044012298
INS-115947417,EUROLIFE FFH,22072035501
INS-220352318,ΕΟΠΥΥ,10054069521
INS-812730017,ΕΟΠΥΥ,27107994612
INS-578057385,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,04103831751
INS-631089130,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,05114995605
INS-438922814,GENERALI,12124683395
INS-730119716,NN HELLAS,30105903588
INS-018325070,ΕΟΠΥΥ,03029323270
INS-336776889,EUROLIFE FFH,13055005409
INS-424014045,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,01033510302
INS-020212805,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,12099238899
INS-563449215,NN HELLAS,26047669361
INS-888541721,INTERAMERICAN,29030686093
INS-579438600,EUROLIFE FFH,15061303149
INS-732620590,INTERAMERICAN,05054624593
INS-960788106,EUROLIFE FFH,08124441981
INS-657225106,INTERAMERICAN,07071243426
INS-365564909,EUROLIFE FFH,21041661462
INS-891487328,INTERAMERICAN,18090597625
INS-379882636,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,30111363322
INS-202685709,EUROLIFE FFH,24114236775
INS-813318549,GENERALI,26055543495
INS-033303943,GENERALI,24010519206
INS-063911227,ΕΟΠΥΥ,18052596620
INS-599842455,INTERAMERICAN,14110955105
INS-266462969,INTERAMERICAN,22121821795
INS-263230520,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01101856658
INS-664790413,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,27113567192
INS-164391746,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22024865046
INS-168573167,INTERAMERICAN,14116268724
INS-255996662,INTERAMERICAN,02013725438
INS-364022920,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,16076179191
INS-756311163,GENERALI,11043773949
INS-782616359,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,11057396211
INS-468196130,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,01048885939
INS-888524158,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,05091780180
INS-351986332,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03027264221
INS-796186511,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03037686945
INS-148550688,EUROLIFE FFH,01068154753
INS-258159262,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,31122434353
INS-578143522,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,24012188035
INS-359603753,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,04055407882
INS-072482000,EUROLIFE FFH,02010601201
INS-999698212,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,19077928557
INS-760894786,GENERALI,23055676140
INS-537499618,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,28022246602
INS-888211574,ΕΟΠΥΥ,21045007140
INS-416910792,EUROLIFE FFH,19037078826
INS-654254404,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,16081257527
INS-878887740,NN HELLAS,09089394335
INS-785844230,INTERAMERICAN,10102242486
INS-873741243,GENERALI,06089760380
INS-926818843,NN HELLAS,17051469859
INS-874975105,NN HELLAS,05017734291
INS-127541773,INTERAMERICAN,06048789917
INS-134652336,NN HELLAS,14046755051
INS-409609587,GENERALI,03112153900
INS-122681191,INTERAMERICAN,01105022354
INS-890326604,EUROLIFE FFH,21089720091
INS-842214359,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,31036104966
INS-009299690,ΕΟΠΥΥ,22051729294
INS-122811957,INTERAMERICAN,20053275683
INS-548012431,NN HELLAS,18028463220
INS-244303486,ΕΟΠΥΥ,05012182657
INS-261868701,NN HELLAS,21034212986
INS-303778272,NN HELLAS,04012112442
INS-694974961,GENERALI,28104928132
INS-442566917,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,31072265428
INS-254983122,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,29109016944
INS-341272643,GENERALI,17017201970
INS-007737900,INTERAMERICAN,22126148322
INS-604071869,GENERALI,22049077055
INS-263565201,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,29124312419
INS-844857077,INTERAMERICAN,09096546960
INS-309492214,ΕΟΠΥΥ,01019394931
INS-914134458,NN HELLAS,29118153627
INS-813499390,EUROLIFE FFH,14116004889
INS-684464077,EUROLIFE FFH,15112144183
INS-567924348,EUROLIFE FFH,21019814298
INS-913037890,EUROLIFE FFH,11068906867
INS-537388310,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,30095505350
INS-064472382,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,09015938690
INS-556488847,NN HELLAS,14089445784
INS-267443520,EUROLIFE FFH,08050532018
INS-391506057,NN HELLAS,06093949663
INS-297176659,NN HELLAS,21061026962
INS-558751921,GENERALI,27092217932
INS-921793488,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,28091375893
INS-759347573,ΕΟΠΥΥ,02029023326
INS-671457979,NN HELLAS,26095626834
INS-142799680,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,04098796084
INS-501807076,EUROLIFE FFH,10024544329
INS-030995594,NN HELLAS,23080369017
INS-662056174,INTERAMERICAN,07020437012
INS-066619830,NN HELLAS,12058502788
