ΑΜΚΑ_ΑΤΟΜΟΥ,ΑΜΚΑ_ΑΣΘΕΝΗ,ΟΝΟΜΑ,ΕΠΩΝΥΜΟ,ΔΙΕΥΘΥΝΣΗ,ΤΗΛΕΦΩΝΟ,ΒΑΘΜΟΣ_ΣΥΓΓΕΝΕΙΑΣ
28060474003,21052486644,Αντίπατρος,Μπερμπατιώτης,"Σκουροχωρίου 2,, 96022 Καλαμάτα",(+30) 6944 218092,Γονέας
14110535962,21077811918,Καλλίνικος,Λάππας,"Καβάλου 5,, ΤΚ 521 10 Τρίκαλα",(+30) 2871 216920,Σύζυγος
07066295354,11128851375,Πιερρίνα,Γρηγοριάδου,"Λεωφ. Παλαιοκερασέας 44,, 78830 Σάμος",+30 2144 526808,Αδελφός/ή
12084989222,26058889631,Εμμανουέλα,Μπαλαμπάνη,"Κοντοβουνίου 89,, 68744 Καβάλα",2101890910,Τέκνο
04107522900,16064647433,Χρυσόστομη,Καλαπόδης,"Αρταίων 22,, ΤΚ 908 61 Καρπενήσι",2780 939 129,Τέκνο
06067364932,09114655562,Νταίζη,Θωμάκου,"Σαρακινίου 6,, ΤΚ 47926 Βόλος",6960 247 470,Γονέας
27075629068,06091514705,Ξανθίππη,Βαβουράκης,"Ανιάδας 519-219,, ΤΚ 13940 Ζάκυνθος",+30 6946 796920,Τέκνο
28025721129,16102312996,Άννα,Παπαστεργίου,"Πασχαλιάς 23,, 11739 Λιβαδιά",210 981 8248,Σύζυγος
08115244501,14051422236,Αγάπιος,Νικολαΐδης,"Αγιονορίου 03,, 400 33 Κομοτηνή",+302248560024,Γονέας
06049053350,17085269429,Φιλοθέη,Καλογιαννάκη,"Ελάφου 9,, ΤΚ 965 43 Κομοτηνή",2810 746 263,Τέκνο
11024988756,21094198252,Τριαντάφυλλος,Μιχαηλίδου,"Ξάνθης 60-90,, ΤΚ 178 39 Αργοστόλι",+30 2920 875117,Γονέας
16038361843,10053928938,Φρύνη,Ζιάκας,"Αγίου Θωμά 4,, 81125 Κέρκυρα",2978039104,Σύζυγος
25085991451,14087749325,Δαβιδούλα,Ντανώλα,"Βρομόβρυσης 6,, ΤΚ 91131 Καστοριά",2710 653269,Σύζυγος
14129511015,19097579555,Αιμιλία,Δημητριάδου,"Κερπινής 67-13,, 26272 Άρτα",+30 6910 432869,Σύζυγος
22119465005,06101687430,Κυπαρισσία,Λυμαξή,"Άμμου 04,, ΤΚ 717 61 Κιλκίς",2020 789453,Τέκνο
24095067349,24072031291,Ευσεβεία,Βαλιάκα,"Αμφιπόλεως 894,, ΤΚ 98650 Κομοτηνή",2830054639,Αδελφός/ή
25106298779,13106568737,Ακριβή,Λιάκου,"Πετρωτών 10,, 26282 Κομοτηνή",2610 129 803,Σύζυγος
22014905678,12035545444,Παναγής,Κυρκούδη,"Διμηνιού 296-775,, 96450 Χαλκίδα",210 986 6083,Γονέας
10095400790,10055859674,Αχιλλέας,Ευαγγελίδη,"Μαυράτων 445-719,, 90946 Λάρισα",210 5467548,Σύζυγος
22120239045,28109754021,Αίας,Ασσαργιωτάκη,"Μαραθούσσης 22-46,, 33598 Άρτα",22920 53 830,Αδελφός/ή
14050276328,23118724744,Δημοκράτης,Κυριάκου,"Αθαμανίας 048-805,, 54622 Ερμούπολη",(+30) 2868 898484,Αδελφός/ή
13106884146,08079660598,Βησσαρίων,Γεωργούλα,"Κύμης 2,, 915 26 Λαμία",2360 615879,Τέκνο
20116395231,24101545309,Κασσάνδρα,Αγγελίκας,"Πάρ. Στασιού 53,, 968 85 Φλώρινα",2100664279,Γονέας
18119143185,02089608097,Χρυσούλα,Γαρουφαλής,"Κολλινών 24,, ΤΚ 597 24 Σέρρες",210 2702486,Τέκνο
15054632811,23011041645,Αριστοτέλης,Μακρή,"Ψαθοτοπίου 581-515,, 82668 Ερμούπολη",210 3793967,Τέκνο
29078919853,10081433349,Ηρόδοτος,Κουβάς,"Καλουτά 0,, ΤΚ 027 57 Δράμα",210 8151101,Γονέας
08109302369,07121047678,Στέργιος,Γιαννόπουλος,"Λεωφ. Κασσανδρηνού 244,, ΤΚ 67024 Σάμος",210 0791079,Τέκνο
06115911366,22116226041,Ίρις,Μαραγκός,"Πλατεία Βωλάδας 73,, ΤΚ 57192 Τρίπολη",210 744 7393,Γονέας
19118273753,03067989036,Βασιλεία,Βασιλάκη,"Στούμπου 0,, 58378 Θεσσαλονίκη",(+30) 6961 007584,Γονέας
02129180657,29044155489,Ηλέκτρα,Κατσιγιάννης,"Μέσα Λακκωνίων 10,, 37158 Κόρινθος",2890 922183,Γονέας
08088248864,10067923687,Κανέλλα,Παργανάς,"Σκουτάρεως 317,, 509 65 Τρίκαλα",210 7361506,Αδελφός/ή
02019057727,24016856753,Ερωφίλη,Βιδαλάκης,"Παπαδιανίκων 1,, ΤΚ 42429 Μυτιλήνη",6992 779 700,Αδελφός/ή
21100323466,20049175161,Γλυκερία,Μασόπουλος,"Περάτη 28,, 10032 Άρτα",+30 2979 026565,Τέκνο
28070194232,16113546701,Μηνάς,Μαυροπούλου,"Κονιάρη 1,, 00019 Ζάκυνθος",+30 2598 145337,Τέκνο
28095320102,16085515956,Αγάθη,Νικολαΐδης,"Τριανδρίας 39,, 784 85 Πολύγυρος",2300 999700,Τέκνο
11047186522,15081228484,Σπάρτη,Μπακοστεργίου,"Πλ. Νησακίου 550-022,, 45159 Λάρισα",+30 2671 023299,Γονέας
08124982894,20084901260,Ηώ,Βαλσαμίδου,"Άργους 11,, 359 80 Κατερίνη",2340 736900,Αδελφός/ή
13127394863,09051394631,Ελευθέριος,Κοντογεωργάκη,"Στάνου 52-44,, 63192 Πολύγυρος",+30 6913 242186,Αδελφός/ή
10075809649,27091112121,Ισαάκ,Φουντζούλας,"Λαιίκων 24,, ΤΚ 92653 Καρδίτσα",6913723539,Σύζυγος
27074624847,12020573810,Γερασιμούλα,Μωρός,"Μαυροπηγής 70-51,, 35204 Αγ. Νικόλαος",2270 921 833,Γονέας
10030633465,23015704508,Μιχαέλα,Μασόπουλος,"Λεωφόρος Σπαθαραίων 98-16,, 82600 Τρίκαλα",2200291783,Αδελφός/ή
11028233774,02068127263,Αυξέντιος,Γκάβρου,"Νενήτων 9,, 83402 Καστοριά",+30 6903 930534,Τέκνο
21059007967,15091099694,Τριανταφυλλιά,Δώρη,"Πάροδος Λουτουφίου 7,, ΤΚ 877 67 Μεσολόγγι",+306988157216,Αδελφός/ή
06050513560,24127487528,Βρυσηίς,Τζαβέλλας,"Ζυφιά 73-47,, 91862 Γρεβενά",+30 6921 117253,Αδελφός/ή
24116441291,25019559038,Ναπολέων,Φιλιππάτος,"Γεροκώστα 7,, ΤΚ 072 28 Αργοστόλι",+302049437064,Αδελφός/ή
17055658560,24109264386,Δαμιανός,Ασημακόπουλος,"Λεωφ. Λουρών 75,, ΤΚ 32382 Ρόδος",(+30) 2976 125213,Τέκνο
29039772585,28093779532,Σιρανούς,Δίγκας,"Μασχολουρίου 09,, 02443 Αγ. Νικόλαος",2790801696,Αδελφός/ή
13115298881,02088978653,Ρουμπίνη,Ταφραλή,"Ξηροποτάμου 69,, 54583 Ρέθυμνο",6976 215179,Γονέας
10080530212,16120302752,Πηγή,Μπύρου,"Φωτακοπούλου 5,, 68317 Θεσσαλονίκη",210 9367859,Σύζυγος
24038796198,28053665499,Φιλίππα,Φωλιά,"Ακραιφνίου 46,, 40515 Κόρινθος",+306969067738,Σύζυγος
15018206019,11095222976,Χαρίτος,Σελινοπούλου,"Διακουμή 822,, ΤΚ 71687 Σέρρες",+306902377069,Σύζυγος
11048046886,29104409385,Νικηφόρος,Δαυίδ,"Πάροδος Βερβένων 212-752,, ΤΚ 95087 Ηγουμενίτσα",6952 433817,Αδελφός/ή
27070220709,08105476026,Ελένη,Σιτόπουλος,"Γρανιτσοπούλας 5,, 33267 Βέροια",2032064989,Σύζυγος
22089166861,04039830290,Σαπφώ,Γιατρομανωλάκης,"Μεγαλοβρύσου 1,, ΤΚ 03085 Σέρρες",2720 111371,Τέκνο
03076683441,30051659584,Δήμητρα,Καράνης,"Πάροδος Αγιωργιτίκων 8,, ΤΚ 428 83 Βόλος",(+30) 6935 728417,Γονέας
27089272460,17045929103,Κλεονίκη,Χουλιάρας,"Κυδωνιών 98,, 45884 Καρδίτσα",6975 303021,Αδελφός/ή
20117760099,24099030563,Αναξαγόρας,Μανιώτης,"Φαλελιανών 153,, 593 34 Αλεξανδρούπολη",6932 263609,Σύζυγος
11119203551,16105888238,Βαλέρια,Λιβανός,"Μαρμακέτου 221-322,, 044 74 Λαμία",2520044484,Τέκνο
07045392100,29111265947,Αρτεμισία,Γιαννόπουλος,"Βαρβασαίνης 163,, ΤΚ 621 06 Ηράκλειο",2170 856872,Γονέας
20050279130,05080843447,Ανάργυρος,Κραββαρίτης,"Αργυρουπόλεως 81,, ΤΚ 67823 Λαμία",+30 2646 940875,Αδελφός/ή
10089707325,20081360225,Θωμάς,Γκαλίου,"Καλιδόνης 07,, 78294 Ηράκλειο",210 559 0185,Γονέας
03089496744,28085828654,Δανιήλ,Καρανίκας,"Λεωφόρος Αμαρίου 608-979,, 29451 Πάτρα",(+30) 6945 033027,Αδελφός/ή
09074548083,30011500682,Μακρίνα,Βελεντζάς,"Πάρ. Αντιπάρου 2,, ΤΚ 53965 Βέροια",+306972050834,Σύζυγος
30088710648,15047777083,Κλεονίκη,Τακαντζάς,"Κανδήλας 5,, 492 39 Ηράκλειο",2850 015 856,Γονέας
02036421628,29080430759,Ελπίς,Τζιωρτζή,"Μεξή 8,, 439 15 Μυτιλήνη",2230008544,Τέκνο
29067122703,16044711954,Ιάσονας,Ακριώτης,"Πάροδος Ξινονερίου 23,, ΤΚ 172 60 Πάτρα",+302202076068,Γονέας
18088531532,02097445006,Αριάδνη,Τάσση,"Κεστρίνης 8,, ΤΚ 12846 Ηράκλειο",6923 090 536,Τέκνο
02087324901,01090967171,Κλήμης,Συργής,"Λεωφόρος Κουφονησίων 41,, ΤΚ 72595 Αλεξανδρούπολη",6902075144,Αδελφός/ή
04094641403,01118338447,Μαλαμάτη,Θεοδοσίου,"Φαράκλας 5,, 80456 Άρτα",+30 2716 623804,Τέκνο
25126367185,24015078092,Οδυσσεύς,Τασιούλας,"Καρκανάκη 461-377,, 692 54 Αλεξανδρούπολη",27390 68 218,Τέκνο
09050626594,25063459476,Αυγέρης,Λαγογιάννης,"Λεωφόρος Μαραθούσσης 1,, 38914 Καβάλα",2800988816,Αδελφός/ή
20095124333,16127971613,Εριφύλη,Μαυρίδου,"Γιακαμόζη 209,, 90412 Αργοστόλι",2480 862436,Γονέας
29035360251,02126367990,Ζαφείριος,Κωτσικόρης,"Κιλελέρ 82,, 258 52 Τρίκαλα",+30 2320 434990,Σύζυγος
06048582778,28060965581,Κάρολος,Κουφάκη,"Γωνιάς 583-132,, ΤΚ 965 59 Καστοριά",2106904613,Γονέας
27117210716,10114691239,Ασημής,Μπαρκούτα,"Πλουτοχωρίου 43,, 72111 Αγ. Νικόλαος",(+30) 6980 126545,Γονέας
07018178443,01079025984,Ρέα,Παλιεράκη,"Χειμερινού 12,, 22599 Λαμία",2099047808,Αδελφός/ή
10049066789,11099146376,Σπυριδούλα,Ταφραλή,"Αλευρούς 675,, 97672 Κατερίνη",+30 6935 882067,Γονέας
07065825724,07088154835,Ιππόλυτος,Κατεβάτης,"Αγίας Σοφίας 57,, 93064 Λάρισα",(+30) 2599 993064,Σύζυγος
06049412909,23120640348,Σπυρίδων,Κυριακάκης,"Νικηφόρου 59-06,, 35586 Δράμα",2430864595,Γονέας
01038146412,09039397490,Θεόφιλος,Λιανάκης,"Γαλάνη 782,, 770 81 Πύργος",+30 2278 602984,Αδελφός/ή
22076827023,11114277281,Άριστος,Καργάκου,"Λεωφ. Καλυμνίων 901-766,, ΤΚ 95912 Ρόδος",2170 011972,Σύζυγος
11126149937,07050929544,Ιορδάνης,Σίδερης,"Νυβρίτου 84,, ΤΚ 63819 Αθήνα",(+30) 2111 345977,Σύζυγος
21028146690,09111144008,Μιλτιάδης,Κούτσικος,"Ταρσινών 5,, 54601 Ρόδος",2500500041,Γονέας
14069991027,30037963679,Βλάσιος,Σταμέλου,"Πλ. Νυφίου 098-631,, 178 29 Σπάρτη",(+30) 6950 320023,Αδελφός/ή
06026568453,06117044623,Ιπποκράτης,Σαρρός,"Πάρ. Παλαιοχωρίου Δωριέων 4,, 912 64 Σπάρτη",+302803268672,Αδελφός/ή
11070592397,23067252775,Φραγκίσκος,Αραπίδου,"Πυργακίου 04,, 50188 Σάμος",(+30) 6906 163275,Τέκνο
08025931642,02105019834,Καλλιόπη,Τσαλαμάνδρης,"Παλατιτσίων 937,, ΤΚ 117 45 Σέρρες",2020134994,Γονέας
23079174752,20089845102,Αριστομένης,Κουτσογιάννόπουλος,"Σελλίων 864,, ΤΚ 80038 Ρέθυμνο",6976 168 220,Τέκνο
16124569923,19125164653,Βικέντια,Αρχαυλής,"Πάροδος Διμηνιού 9,, 95628 Έδεσσα",210 343 8493,Τέκνο
07070394299,27127438697,Κωστούλα,Γιαννούκος,"Λουτρών Αιδηψού 84,, ΤΚ 191 38 Λαμία",21130 48 469,Τέκνο
25034881393,07114693275,Θεοφάνης,Λάκκας,"Αιγάλεω 074-709,, ΤΚ 911 26 Κέρκυρα",6933530559,Γονέας
01118096879,12074284373,Λαέρτης,Τσιομπάνη,"Παρακοίλων 37,, 10166 Καλαμάτα",6919 199600,Γονέας
25068560885,18040422957,Κρυσταλλένια,Παντζαρτζίδης,"Ορθονιών 9,, 90096 Μυτιλήνη",+30 2394 760924,Αδελφός/ή
12119421829,07091598845,Μελίνα,Στυλιανίδου,"Πλ. Αγίου Ηλία Πύργου 35,, 713 22 Κόρινθος",210 7223645,Αδελφός/ή
11067789543,17094457183,Ισιδώρα,Δανδανίδου,"Παλαιού Ελευθεροχωρίου 69,, 23602 Κατερίνη",2112034582,Γονέας
06097105200,08023167331,Πολύδωρα,Ραδιοπούλου,"Ίμπρου 97,, ΤΚ 117 49 Ρόδος",2550288748,Σύζυγος
14059326708,04055932241,Αγαμέμνων,Πανδής,"Βρουβιανών 42-32,, ΤΚ 522 15 Σπάρτη",6921 915766,Τέκνο
18117207516,08117581586,Νεόφυτος,Σάτλας,"Βουχωρίνας 81,, ΤΚ 93498 Καστοριά",2940 849 948,Γονέας
11028074236,01044602842,Ιωάννα,Κονδυλίδης,"Επισκοπικού 2,, ΤΚ 464 23 Σπάρτη",6989606664,Σύζυγος
20120375098,26095514438,Ινώ,Ζυγούρη,"Αρίας 3,, 382 87 Κομοτηνή",2210 243 497,Σύζυγος
02035527607,03078633575,Σεραφεία,Παππάς,"Γαβρολίμνης 0,, 53018 Μεσολόγγι",+302080113316,Τέκνο
10070434972,11128355277,Χρυσοβαλάντω,Μπότζα,"Καρουτών 62,, ΤΚ 987 94 Ναύπλιο",2620698726,Σύζυγος
16039772904,22101484010,Αφροδίτη,Φωτιάδου,"Σαρκίνης 8,, 43916 Σάμος",(+30) 2843 445722,Τέκνο
30089985581,02118100598,Αλκμήνη,Παλιούρα,"Σφελινού 27,, ΤΚ 46980 Θεσσαλονίκη",210 865 7152,Σύζυγος
07016812014,10111611901,Ευτυχία,Μαλλή,"Κουνουπιδιανών 51,, 58457 Κόρινθος",210 9925867,Σύζυγος
05080318467,01031923789,Σεραφεία,Κεσεμίδης,"Μυρτιάς 07,, ΤΚ 67154 Χαλκίδα",2740 715 374,Γονέας
15040167160,23038335704,Ζαμπία,Κατσίφος,"Ζαχαριουδάκη 1,, ΤΚ 26914 Κοζάνη",(+30) 6961 707404,Σύζυγος
25057877832,21115654887,Λύσανδρος,Γιαννόπουλος,"Βελονάδων 28-75,, 695 78 Πρέβεζα",6921 585 276,Γονέας
02087589210,18068574255,Ευάγγελος,Φωτόπουλος,"Ασωμάτου 90,, 542 85 Καρπενήσι",2106821806,Τέκνο
18010184780,29067560865,Όμηρος,Κωτσικόρης,"Μακίστου 6,, 70675 Ναύπλιο",+306976865264,Γονέας
19099099241,24038570305,Μαρκέλλα,Ζώνιος,"Κυριάννας 42-72,, ΤΚ 244 69 Πάτρα",2790 089 076,Γονέας
23115082285,24095661829,Άνθιμος,Τεμουρτζίδης,"Λεωφ. Βικίου 6,, 15959 Πύργος",210 4013699,Γονέας
27078769802,14071802502,Ασημούλα,Κοντογιάννης,"Υφαντή 70,, 78079 Καλαμάτα",2530590750,Τέκνο
13099102873,17031082099,Σεβαστή,Σμπρίνης,"Σίτσαινα 5,, ΤΚ 92309 Καρδίτσα",2208079603,Τέκνο
26095874260,02099712111,Γιώργος,Παπαδάκης,"Πάροδος Καλλίστης 84,, ΤΚ 386 75 Άμφισσα",+30 2193 392373,Σύζυγος
10090494846,16075588851,Κανέλλα,Γενετζάκης,"Καράτουλα Μεγαπόλεως 0,, 971 57 Σάμος",6969657993,Σύζυγος
11017317924,01114471804,Νταίζη,Χουχουλής,"Ρίγανης 077-144,, ΤΚ 425 65 Κομοτηνή",(+30) 2228 300876,Σύζυγος
12054858232,10053656637,Γεσθημανή,Χριστοπούλου,"Καλυμνίων 4,, 56622 Ηγουμενίτσα",2100916748,Γονέας
31087585326,19098831077,Δομήνικος,Σαραντινός,"Πλατεία Κερασιάς 71-96,, 545 34 Δράμα",2979000978,Γονέας
04070202882,04059086163,Βενιαμίν,Παληός,"Ιτέα 09-36,, 13137 Πάτρα",2550037075,Γονέας
15027821159,24090057808,Κόσμια,Σπηλιώτης,"Σδούκου 095-239,, 20811 Ηγουμενίτσα",2108841810,Γονέας
10075706883,09129091313,Ζαφείριος,Ραυτοπούλου,"Μιχελακάκη 2,, 19692 Ζάκυνθος",+30 2337 874918,Γονέας
25128398510,02066742983,Ιωνάς,Μπραζιώτης,"Φρονιμάκη 83,, ΤΚ 505 73 Βέροια",2960487412,Αδελφός/ή
01125276311,28098284849,Στέργιος,Μαργιά,"Πλατεία Παϊδοχωρίου 238,, ΤΚ 53682 Μεσολόγγι",+306918750431,Γονέας
15077907797,09097730741,Ρήγας,Τσετσέρη,"Ζελίου 565,, 71453 Βέροια",+30 6985 555903,Γονέας
01084673904,13038339146,Ερμής,Σαρρή,"Πάρ. Μαυράτων 109,, 15895 Γρεβενά",2107985295,Αδελφός/ή
13115278842,02083369705,Άνθιμος,Πάγκαλος,"Ποτειδαίας 10,, ΤΚ 064 87 Μυτιλήνη",+302780089224,Γονέας
12080200243,31013678523,Θεώνη,Ακριτίδης,"Διμοκορίου 746-890,, 25884 Γρεβενά",2060 018082,Σύζυγος
02070227044,31015119922,Αναστασία,Αμυγδαλάκης,"Σαραβαλίου 0,, 60948 Άμφισσα",+30 2326 118131,Σύζυγος
16086007005,24113898136,Σπυρίδων,Κουτσούμπεη,"Κορησσίας 2,, 16318 Κέρκυρα",(+30) 2524 881636,Αδελφός/ή
01070412722,03074221048,Αγάπη,Στόγιος,"Δροσιάς 4,, 05506 Λαμία",6943 747 487,Τέκνο
14035766272,02045614585,Μακάριος,Ναούμ,"Φυτειών 63,, ΤΚ 062 17 Κατερίνη",29030 70 282,Γονέας
