ΑΜΚΑ_ΒΟΗΘΟΥ,ΑΜΚΑ_ΑΣΘΕΝΗ,ΚΩΔΙΚΟΣ_ΠΡΑΞΗΣ,ΗΜΕΡΟΜΗΝΙΑ_ΩΡΑ
06067883458,01079813382,X600039,2026-03-17 07:55:17
23107913462,24088358765,X661993,2024-08-07 20:17:20
05067070038,12070151104,X603909,2024-01-28 01:13:59
17059777666,02116416628,K513633,2026-07-30 14:12:44
09078487422,31034167950,X702175,2024-09-15 00:35:12
15097845869,14120853142,X632975,2025-06-15 07:39:13
20027156874,03126017019,X631957.13,2025-03-11 20:57:05
20120057109,24113216645,A400245,2026-09-11 11:53:12
13036214191,15055048444,K514725,2025-03-26 10:28:09
02036522626,13124640314,X631957.135,2025-03-26 04:49:14
05067070038,22016706219,X631957.13,2026-03-29 18:35:41
01059746426,17124623309,B312867,2025-03-25 23:34:37
27096518080,19062362936,B316705.48,2024-07-12 08:01:38
03049115587,04045106050,X643389,2025-05-24 14:39:25
30069480731,11101758333,X648181,2025-07-01 21:44:16
20057853872,23040378200,X719563,2027-01-15 13:50:57
11086204373,04084352349,X645957.11,2026-04-22 06:29:35
03049483304,24058237310,B306087,2026-02-01 01:57:26
02018629858,12012328797,B313605.240,2025-11-02 03:00:55
07077275306,02109183933,X710229,2026-03-28 04:14:55
18046450046,31030853926,K513727,2024-06-19 11:00:15
05127890994,23084697064,B313605.300,2025-10-25 22:46:03
31106962635,30048928210,B313605.363,2025-12-21 16:57:57
28109010519,29103084210,X653139,2025-02-01 15:48:48
20117228047,02082322784,B309933,2024-11-22 18:51:22
17086545716,22037852031,X631957.19,2025-11-24 00:14:38
25067470203,23044925960,B307723,2026-06-01 15:23:22
23017282546,24108840091,A400445,2025-10-07 13:27:18
24108863678,12080501674,X658957.24,2024-05-26 03:45:11
01058889994,15040300324,X648181,2026-10-05 23:22:44
23099549068,30126274344,K504161,2026-08-27 12:55:14
19026775246,10025629925,X668233,2024-06-18 01:55:08
23107913462,17013414456,B306939,2025-08-31 18:35:13
23077968309,05100060936,K512975.41,2024-12-08 13:44:20
12069231084,11025965817,B300239,2026-03-02 23:02:07
07039120569,28054273949,B312575,2026-10-06 09:51:01
18128340575,04064555151,B313605.161,2024-01-13 21:45:37
27089112158,01049067312,K512975,2026-08-14 15:39:13
26100094211,31104629141,K514099,2025-02-19 16:54:06
22057255499,24121200372,K504201,2024-10-16 13:54:19
12037359314,05041098795,X663571,2024-04-18 08:43:22
29068724550,13086558520,K511443,2025-03-02 09:17:14
27089112158,25129056630,B311017,2024-12-31 14:38:09
15078813564,08028333780,X678601,2025-08-24 15:57:26
25108939007,28104433749,X650981,2024-08-24 01:35:45
24107406710,18087188470,X664629,2024-06-07 12:26:38
27017521250,03102265200,X668681,2026-06-03 16:40:48
05018692904,02106061246,X651183,2025-03-24 00:57:22
18067010293,09113436609,X714043,2025-08-25 07:07:57
08107948767,17103139587,X627191,2024-01-23 03:34:56
16067883964,23128408124,ΕΙΔΙΚΟΙ ΠΡΟΣΔΙΟΡΙΣΜΟΙ (ΑΝΤΙΣΩΜΑΤΑ Κ.Λ.Π) ΜΕ ΚΑΘΕ ΜΕΘΟΔΟ,2025-05-17 20:47:01
01126898842,22019975072,X633359,2026-08-23 04:34:02
22057224885,16094900194,B313605.47,2025-06-08 05:32:20
15017994679,04029736615,B313469,2026-01-27 10:06:46
27036319627,08014235398,B303941,2025-03-10 14:09:24
15027849121,03110507074,X650165,2026-01-14 18:38:12
19046880487,15121166348,X688719,2024-05-12 08:57:05
07077598311,27043106934,X678041,2026-08-28 10:49:37
30058019899,05114020629,B316705.136,2024-06-13 21:17:55
16038610700,20108172584,X653239,2026-06-08 13:54:36
31019131751,01026943409,K511721,2024-06-06 19:41:14
31128168449,21093762210,Β311905.44,2024-04-18 09:38:34
25116313213,08115055179,X630669,2025-02-02 20:59:57
10038736913,12124442768,K512975.36,2026-01-28 11:56:08
25059841685,20094378280,ΜΥΟΣΚΕΛΕΤΙΚΟ ΣΥΣΤΗΜΑ ΓΕΝΙΚΑ,2025-09-25 12:45:14
23059304171,14066560717,X667223,2025-04-26 10:45:27
27058235299,23128408124,X635463,2025-02-28 00:09:44
21116234129,09089992598,X655403,2024-03-10 02:09:17
12097182585,11122116936,X681111,2026-04-23 12:49:59
26027420823,25112265678,B313999,2026-07-29 09:40:33
03097463750,30109029401,X626303,2025-06-09 08:48:05
02048053449,16093847280,X694199,2025-06-18 12:57:32
18077668129,06037764095,X668753,2026-08-28 06:06:46
24089701863,12071946220,X703033,2025-09-07 22:54:13
29017122624,07055926998,X655189,2024-05-06 18:06:01
06086431193,13079966596,X630811,2024-05-20 09:05:34
16066288202,10083571323,X650995,2026-01-07 11:25:05
05109258558,24024055898,B300727,2024-01-27 12:05:46
12086271854,19126153899,X634565,2025-12-07 17:31:19
05017393553,22050690740,X633937.252,2025-03-20 05:07:48
17086280299,05079541623,X683641,2024-07-16 08:46:55
22066909048,29038568952,X710489,2025-03-16 16:12:18
26027420823,27060718548,B316305.37,2024-02-11 05:08:07
18098586120,01046765648,B316167,2025-01-01 07:20:07
19129777350,09110561693,X651253,2026-08-26 02:38:03
25066070679,21126339339,B313605.396,2025-07-22 12:42:54
22018991557,11096354024,X704343,2025-12-15 04:21:04
18069980928,08046855043,B315935,2024-08-06 11:26:14
10088406393,15049959412,B313605.240,2026-12-30 03:14:58
19028204618,03076526522,X645061,2024-06-15 21:55:13
02048053449,26095637279,X647957.25,2025-01-17 21:12:17
12069231084,05011482890,X602047,2025-08-11 07:01:16
29039992765,18083324547,X631957.21,2026-11-24 22:49:46
27119559754,01020068719,X706493,2026-11-02 21:03:56
04047958814,14068338819,X717449,2025-12-16 00:31:00
15078193967,24075370308,K514083,2024-02-22 07:53:17
05119034270,03068733327,X704249,2026-06-01 08:16:18
13036214191,15097346772,B314259,2025-05-31 19:37:21
06106702650,06071580470,K500945,2026-11-03 16:45:00
16058088797,10029522166,X673959,2024-06-16 04:00:57
28106015571,08025342054,B305799,2024-05-20 22:31:16
09119413416,18113207817,X632901,2025-06-17 12:36:53
15078193967,04128081304,X643113,2026-10-06 07:52:09
01018799285,14080304418,X653101,2025-02-01 15:15:18
25077967332,02096354961,X630211,2024-03-18 19:25:37
06028311220,02119959611,X650859,2026-11-15 05:26:00
11117481536,24033134354,X709205,2025-11-19 07:00:03
27116381556,01041723481,B313605.123,2025-09-19 04:11:22
19029442004,03115341819,B313605.138,2024-05-07 17:04:08
04119372013,23084544014,X634791,2024-12-02 20:46:26
20047493220,06025775185,X631957.91,2024-09-09 18:49:34
17060046345,16101250935,A402269,2026-06-16 09:43:21
29048747950,25101120429,X648999,2024-07-29 18:05:16
02036522626,27015628400,X682959,2024-07-29 05:39:18
10047575259,29121357803,B313605.121,2026-07-21 07:52:36
19026775246,05051358835,K516979,2024-06-18 12:15:33
02088557462,10060892583,X630219,2026-09-25 14:51:49
15068957567,11128901741,K502501,2024-12-29 05:21:39
09037229373,26103795131,X654321,2025-10-14 11:18:07
20047493220,18099861174,A400849,2025-01-04 01:59:35
08118493574,15095375287,B307173,2026-04-28 11:47:30
15128940931,11098509245,B315965,2025-10-17 07:45:47
30038275343,11055538839,X698061,2025-12-21 12:42:37
07038155297,18083149665,X647913,2025-12-28 12:01:23
13079080143,02031852045,A400231,2024-12-15 18:39:06
12046562974,24020211862,X681111,2025-03-07 20:32:46
02036522626,09016963395,B304647,2024-06-10 21:05:11
27119559754,16054153390,X626171,2025-03-23 13:24:55
06017832098,02039261500,B316305.41,2026-05-26 03:00:30
08046234626,16115281424,X634261,2026-04-26 06:13:56
22057255499,01119275892,X631957.8,2024-02-29 10:26:48
24107406710,14027747172,K513641,2025-05-24 15:01:31
06057292609,17020341312,B313605.281,2025-07-13 03:21:12
05067070038,27032287959,X719039,2024-05-18 14:41:42
04119239492,12043673971,X684667,2026-02-13 13:55:05
13086961070,16062376212,K508547,2026-01-23 03:49:24
22017231261,09109777652,A403289,2024-09-10 17:25:32
07049776563,21129904563,B318593,2024-12-30 01:39:27
13077073021,25068003964,B313605.41,2025-11-03 17:34:11
31087386956,02019479409,B307797,2026-07-17 10:23:48
19109686969,02037173459,X637229,2024-01-16 00:55:49
06057825654,01026597415,K501091,2024-05-26 09:39:36
02038186264,31030593700,X644759,2025-10-30 12:31:27
17099112296,28060475368,X688769,2025-03-13 05:55:33
04037503050,23032345019,K504275,2026-01-25 02:35:37
13086961070,16093322173,X633937.31,2025-12-26 10:48:51
14109194640,20040705185,K516351,2025-11-07 15:18:08
30109708330,08087095542,X631957.184,2026-11-17 18:11:46
03126551214,11018768947,X704361,2026-04-07 13:15:40
01058889994,24083004353,K513005,2024-02-28 14:34:36
26076648963,31121020203,X631957.199,2026-03-15 11:44:29
13049344733,10119796380,K517979.4,2026-06-19 14:52:30
16016380461,03117443309,B316705.39,2024-02-26 06:17:40
13059468434,06043979513,K514779.1,2024-12-31 19:37:06
19109043504,12068012499,X706019,2026-03-07 14:14:01
18046389102,27030309766,X634839,2024-04-06 02:29:30
27119559754,09076318789,K517183,2026-10-11 13:46:10
17126815889,24023548402,B314891,2026-10-16 16:30:57
09046699344,12082106273,Β311905.190,2024-08-09 06:00:11
24079926715,18096450121,X636195,2026-09-23 00:27:44
07126011914,17108759011,X647649,2024-08-11 13:23:33
12059642917,05039803087,X661757,2025-01-21 21:52:49
30050072873,02118246583,X661569,2025-01-18 23:36:25
05118656775,14027384601,X631957.25,2024-10-29 12:41:02
28048293049,07081216630,X681053,2024-06-06 14:02:01
16089904750,27054116232,X630849,2024-08-04 03:49:18
13128563885,03019838295,X621811,2025-03-03 02:10:31
06067101897,31058485068,B308691,2024-07-22 10:55:11
04047958814,18124268306,X647829,2024-06-16 18:37:18
26089867334,18021169871,B313605.316,2026-11-17 22:58:10
26027366001,15032415410,B314767,2026-06-01 13:34:20
02049297106,27085310013,X635355,2026-09-06 13:10:48
24107406710,27010947841,X621159,2025-04-10 22:17:40
10086060998,13105075926,X698779,2025-09-25 13:48:32
14109194640,13119060443,B308119,2025-01-30 09:37:49
17066089196,14069213669,X714041,2024-04-16 17:32:47
16037267290,18014411765,X647193,2024-11-17 08:00:38
21019870610,11047672305,X606221,2024-10-26 12:08:34
09029521356,12011004036,X633937.229,2026-01-03 11:26:51
13076963118,24129866516,B311905.19,2026-04-14 18:11:22
18038419704,10012051344,X626919,2024-06-30 15:41:07
28088884090,28083857517,X640279,2024-11-20 23:31:51
14046610707,27047983578,K507301,2026-07-20 16:07:10
13129208275,27067649280,B312525,2024-11-27 10:48:12
08058930587,18083149665,X651291,2026-01-06 14:43:41
17086280299,28070615925,X694805,2024-11-25 19:43:29
19097671585,02120376315,X645271,2026-11-24 15:13:43
13087594481,28049088013,X647807,2025-05-08 18:54:12
02127612548,21065095749,X634403,2026-11-14 10:09:52
19109043504,29089164331,B318593,2024-08-05 22:27:32
09058303960,19118470836,X667735,2024-04-15 14:01:02
06068844833,30057407931,B304665,2024-09-26 09:47:10
28018712927,31034167950,X633937.122,2024-09-18 17:30:24
07029554131,24100750369,X655395,2025-04-24 15:31:56
01048115081,18078934145,X658957.20,2024-10-19 02:20:27
02057856361,23083480025,X694181,2026-03-02 05:16:33
25047807193,29053288648,X631957.68,2025-05-06 13:40:43
03117001638,12025325385,X651989,2024-11-04 03:35:21
20018822884,01103898454,X665567,2024-03-19 17:36:54
30107682035,17090428340,Β311905.159,2024-09-07 21:28:38
16038151301,14068757977,X650441,2025-01-30 10:39:44
20116193875,18031556666,B313605.181,2025-12-26 01:42:26
07126011914,14055468136,X708799,2024-04-20 06:54:41
08117665345,25056406743,K517611,2024-03-28 03:57:39
06099678104,06028332919,A400001,2024-10-26 14:22:54
23059227024,01036577307,X631957.177,2025-09-24 14:59:58
01016353360,02077463657,X633937.96,2026-07-16 10:13:21
24116199023,12118534165,B304451,2026-06-29 12:44:51
25119412075,10119170711,B308363,2025-12-02 02:40:11
29047849914,04018714842,B304871,2024-06-13 23:36:44
11019339247,19029240365,X645667,2026-09-07 01:16:15
30039993909,25037329843,X703205,2026-10-13 02:16:34
15088506830,19113194126,X688369,2025-06-04 05:50:31
10066642723,27105020473,ΑΚΤΙΝΟΔΙΑΓΝΩΣΗ ΚΑΤΑ ΠΕΡΙΟΧΕΣ. ΔΙΑΦΟΡΕΣ ΜΕΘΟΔΟΙ,2025-03-13 10:14:36
02036898951,30011850851,B304877,2025-09-09 15:13:47
08118493574,23041143356,X627817.1,2024-05-26 07:22:48
16098922011,09090410398,X604063,2024-09-05 11:23:18
24116199023,18118352738,X702099,2025-06-01 07:55:55
26027366001,09083029673,X666451,2024-03-25 18:49:06
15088506830,20105326479,X689059,2024-07-21 01:32:26
08078996446,30081907212,X649571,2024-03-13 12:30:00
27029081490,11013491403,X708927,2025-03-01 15:34:17
25086572696,24075873115,Β311905.107,2026-04-26 07:08:48
17086280299,18116061005,K516131,2025-03-08 15:31:31
26109779226,29123621257,X637409,2025-01-09 22:19:47
12126334304,26099063389,B313507,2025-07-10 22:20:16
25087114134,14079259133,X681529,2026-01-25 20:55:12
04119372013,27016355903,B310467,2024-06-14 02:19:45
29049650848,15116991648,X683549,2025-09-16 10:51:47
05038245675,19032267216,X629089,2025-11-27 05:41:22
21037222305,16028827224,X673189,2026-08-18 13:51:08
16109211017,26010031847,X684661,2026-03-24 16:51:10
09077793434,13085531370,B303939,2026-01-17 16:10:47
30089715268,11082182971,K512141,2024-01-10 12:50:15
28048253867,14016948429,X627189,2026-12-25 01:02:20
30079525039,02088300815,X681619,2024-12-18 00:30:09
08097338699,23129905354,K514127,2024-06-07 01:28:12
18098586120,03052495947,X628621,2025-09-06 00:05:46
29038506566,22057071782,X647585,2025-11-01 02:44:15
29047849914,09031964448,X668369,2026-11-27 11:15:34
04027088201,27055292464,B312461,2025-02-02 13:00:09
30066643000,13040769857,X681011,2024-10-25 19:58:41
27017521250,24058141988,B307483,2024-12-29 19:49:59
03117820339,07124070232,K514817,2026-10-03 08:50:16
05069279544,07036155877,X709707,2026-05-11 04:19:39
15087997048,25081653278,X704503,2025-11-16 22:04:45
07049776563,08100174215,X602043,2025-07-11 08:57:10
14087685423,08127385260,X631957.130,2024-04-16 06:15:27
29017122624,18067704728,X631957.235,2024-11-17 01:45:36
07127401967,01024590442,B314411,2025-02-26 23:36:30
18048136821,15036967066,B313169,2026-07-09 16:59:51
14046610707,14091761457,B310647,2024-03-13 23:01:10
26049275048,01098419333,X633049,2026-07-29 16:06:18
29018364310,11098411477,X606203,2026-07-14 12:32:41
31128168449,08045216465,X633937.234,2025-01-19 17:04:39
27057193151,19104927418,X640819,2025-09-19 07:23:34
08078996446,26051746273,X711479,2026-02-26 11:37:53
20036906148,05122319011,X709219,2025-03-28 21:04:35
27047450977,13117666309,A401673,2024-09-06 15:10:25
31128168449,30070906156,X632229,2026-02-24 06:58:45
10127855123,01063713993,B313605.310,2025-10-23 14:46:49
24026365196,06083603008,X709183,2025-08-10 09:16:01
20018969312,22114060322,B304701,2025-10-22 02:16:37
14107187228,27085310013,X603801,2024-11-05 23:14:09
23127914019,12043803954,ΕΙΔΙΚΟΙ ΠΡΟΣΔΙΟΡΙΣΜΟΙ (ΑΝΤΙΣΩΜΑΤΑ Κ.Λ.Π) ΜΕ ΚΑΘΕ ΜΕΘΟΔΟ,2025-01-25 06:38:17
05076734352,18124233218,X623979,2025-06-21 00:57:51
14048580529,26096948591,X702589,2024-07-28 10:04:21
08117716641,28067619642,X632925,2025-07-27 15:35:47
16038151301,06034073148,X627817.16,2025-01-27 11:57:14
01058889994,22096492575,X651709,2025-10-21 04:33:31
22057224885,01126188251,X711379,2024-02-15 04:48:16
06028417733,20068673344,A400097,2026-07-01 14:06:30
15089599298,06085274025,X624375,2026-11-03 11:45:15
08066201038,28064016661,X647957.22,2026-07-19 07:38:26
26056031201,26083579332,B305831,2026-11-22 13:55:31
06086431193,31073158663,X666659,2025-10-22 15:59:42
16067883964,21065095749,X635449,2026-08-19 02:25:27
17049454625,10025345803,X633489,2026-06-18 18:15:07
27057330784,27017139276,X665599,2024-06-14 14:58:10
07017002380,11093014773,X697083,2026-09-12 10:12:51
02036522626,15064903159,X676959,2026-04-25 00:00:25
17077991574,04021059983,X652917,2026-05-23 12:55:53
07067536585,23097679444,X709367,2027-01-06 19:34:02
10047575259,12055113040,B313605.65,2025-12-04 14:24:54
05127849415,22013443298,B313605.365,2024-08-08 20:20:12
15017994679,07069527437,K517503,2025-11-23 12:45:13
24056638400,29018340600,X643757.15,2026-05-29 13:14:10
25047807193,04062031548,B314757,2025-11-14 07:45:59
18128340575,25048043815,B314589,2026-11-27 14:15:26
25078560613,28104473157,X711379,2024-11-23 16:37:25
29059459431,11121891257,X653621,2025-05-13 17:50:02
18069980928,29119687873,X602767,2024-05-16 02:02:12
20126727678,19016543050,B318107,2024-01-07 03:52:15
16058088797,08120865720,X650335,2025-12-29 21:17:19
01099739044,07033399238,X635159,2024-03-09 04:43:09
22116220421,03082422880,B308797,2026-06-29 20:46:49
16067883964,31076020139,X618751,2024-11-16 23:43:29
28086691989,05071447296,A401625,2026-08-04 22:52:14
31127128715,10026236724,K504243,2026-10-29 16:06:34
07116279027,13110086364,X714045,2024-06-16 06:02:37
03047170651,31071440077,X622889,2026-02-21 21:06:54
20126727678,09050502331,B316705.90,2024-03-21 12:41:37
23059227024,03018073781,X659157.4,2025-07-09 20:33:20
19067764454,18110211839,B313605.74,2024-09-03 03:06:10
13059468434,20081518426,X620459,2025-01-25 18:58:37
05026238460,15019457118,X676979,2024-12-19 07:20:37
27128879809,13036168958,X634963,2026-02-23 13:51:49
14048983004,13126008638,Β311905.60,2025-10-09 10:52:21
17056131879,31075489522,B314951,2025-05-14 08:19:41
27096518080,24102157731,X699757,2024-03-17 08:56:37
04119239492,14014906692,B313371,2025-04-27 16:40:21
03067202384,14118875355,B313605.144,2025-03-26 09:43:18
14118084191,17017986426,K512975.34,2026-10-04 04:11:50
07096320081,19101524568,X602771,2024-06-23 17:08:19
02088557462,01079348192,K513381,2026-04-10 06:14:39
11066436710,25053599789,K511897,2025-09-15 18:30:48
03048995864,09092243950,B307517,2025-03-02 05:52:46
25066070679,18105168789,K504531,2025-12-21 08:28:57
10078602364,29072279273,K517271,2025-09-26 17:13:56
16059222404,08105317621,X633937.242,2026-04-22 14:03:57
03047170651,02021772910,B313395,2026-06-22 13:58:26
16098922011,11095727420,K518581,2026-10-13 00:59:09
06088858657,29065339670,X678805,2024-09-24 16:00:03
10098802211,07069527437,X653127,2025-11-22 08:22:23
26057814467,07028696910,B314563,2025-07-20 13:06:54
15066445561,07028782886,B318469,2024-03-15 15:14:48
22057224885,14121205078,X679065,2025-09-19 21:19:13
26100094211,11098528210,X714179,2025-07-16 12:24:24
31076118476,17114453479,X699187,2025-10-17 22:16:26
17037970004,03064851128,X681499,2025-09-27 02:25:33
20116193875,21094046131,K512975.37,2026-05-05 04:21:53
25087114134,01057281168,B312495,2025-11-11 03:29:21
18090094593,13064650209,B312221,2025-11-08 16:40:20
16108629101,05068798226,X634067,2026-06-03 06:31:35
06028417733,02034743436,X670721,2025-09-13 13:55:34
13077073021,29099664949,X635493,2026-10-03 13:45:22
22128600161,18056321507,X603201,2026-04-21 19:17:26
24107406710,06043457956,X655519,2026-03-08 03:49:01
